Customer_ID,Product_Holding_B2
CC205136,"['P4', 'P8', 'P10']"
CC394411,"['P17', 'P8', 'P12']"
CC206555,"['P3', 'P6', 'P12']"
CC259175,"['P4', 'P8', 'P10']"
CC217234,"['P17', 'P8', 'P12']"
CC382279,"['P19', 'P8', 'P16']"
CC292936,"['P17', 'P21', 'P8']"
CC235108,"['P6', 'P17', 'P12']"
CC259893,"['P4', 'P8', 'P10']"
CC312493,"['P17', 'P8', 'P12']"
CC206892,"['P12', 'P8', 'P00']"
CC367963,"['P10', 'P8', 'P12']"
CC254688,"['P6', 'P12', 'P8']"
CC385456,"['P17', 'P12', 'P8']"
CC294486,"['P20', 'P12', 'P16']"
CC338288,"['P19', 'P16', 'P13']"
CC215925,"['P17', 'P8', 'P12']"
CC301994,"['P17', 'P12', 'P8']"
CC360465,"['P10', 'P8', 'P12']"
CC382708,"['P16', 'P1', 'P8']"
CC345865,"['P16', 'P8', 'P00']"
CC296407,"['P17', 'P10', 'P12']"
CC217637,"['P17', 'P12', 'P8']"
CC198961,"['P6', 'P12', 'P8']"
CC364099,"['P8', 'P12', 'P16']"
CC282094,"['P17', 'P21', 'P8']"
CC308325,"['P10', 'P12', 'P6']"
CC246631,"['P17', 'P8', 'P21']"
CC308869,"['P17', 'P8', 'P12']"
CC371073,"['P12', 'P8', 'P00']"
CC369770,"['P11', 'P13', 'P16']"
CC310698,"['P17', 'P8', 'P12']"
CC376348,"['P17', 'P8', 'P12']"
CC264432,"['P17', 'P12', 'P8']"
CC215492,"['P17', 'P12', 'P8']"
CC372400,"['P17', 'P12', 'P8']"
CC216974,"['P10', 'P17', 'P12']"
CC368180,"['P10', 'P8', 'P12']"
CC317516,"['P17', 'P8', 'P12']"
CC230280,"['P6', 'P17', 'P12']"
CC388662,"['P17', 'P12', 'P8']"
CC396598,"['P17', 'P8', 'P12']"
CC392770,"['P12', 'P8', 'P00']"
CC219292,"['P10', 'P8', 'P12']"
CC249294,"['P20', 'P4', 'P8']"
CC263302,"['P20', 'P12', 'P8']"
CC385409,"['P19', 'P8', 'P16']"
CC366032,"['P13', 'P8', 'P16']"
CC222346,"['P6', 'P17', 'P12']"
CC247436,"['P10', 'P12', 'P8']"
CC292515,"['P17', 'P12', 'P8']"
CC369312,"['P10', 'P12', 'P8']"
CC278435,"['P17', 'P8', 'P12']"
CC371878,"['P17', 'P8', 'P12']"
CC270638,"['P21', 'P8', 'P12']"
CC379655,"['P17', 'P12', 'P8']"
CC368166,"['P12', 'P8', 'P00']"
CC240098,"['P21', 'P8', 'P13']"
CC393471,"['P12', 'P8', 'P00']"
CC277512,"['P20', 'P10', 'P8']"
CC394814,"['P12', 'P8', 'P00']"
CC272007,"['P6', 'P17', 'P12']"
CC218498,"['P10', 'P8', 'P12']"
CC379146,"['P17', 'P12', 'P8']"
CC326571,"['P19', 'P16', 'P13']"
CC373651,"['P10', 'P8', 'P12']"
CC361650,"['P20', 'P8', 'P12']"
CC369568,"['P20', 'P12', 'P8']"
CC245377,"['P10', 'P17', 'P12']"
CC242328,"['P17', 'P8', 'P12']"
CC364452,"['P17', 'P8', 'P12']"
CC377603,"['P20', 'P21', 'P8']"
CC216152,"['P17', 'P12', 'P8']"
CC201805,"['P16', 'P21', 'P12']"
CC376643,"['P10', 'P8', 'P21']"
CC227154,"['P6', 'P17', 'P12']"
CC367696,"['P17', 'P8', 'P12']"
CC395766,"['P16', 'P1', 'P8']"
CC397177,"['P12', 'P8', 'P00']"
CC292161,"['P17', 'P12', 'P8']"
CC375565,"['P21', 'P8', 'P10']"
CC379747,"['P10', 'P8', 'P12']"
CC369161,"['P10', 'P12', 'P8']"
CC387689,"['P6', 'P12', 'P8']"
CC209977,"['P10', 'P8', 'P21']"
CC393509,"['P17', 'P12', 'P8']"
CC315680,"['P17', 'P12', 'P8']"
CC372633,"['P12', 'P8', 'P00']"
CC325995,"['P13', 'P16', 'P8']"
CC377541,"['P17', 'P12', 'P8']"
CC258503,"['P17', 'P8', 'P12']"
CC272808,"['P20', 'P21', 'P8']"
CC359951,"['P8', 'P12', 'P13']"
CC250400,"['P13', 'P16', 'P8']"
CC360279,"['P13', 'P8', 'P12']"
CC258198,"['P21', 'P8', 'P13']"
CC253542,"['P17', 'P8', 'P12']"
CC377105,"['P10', 'P8', 'P12']"
CC306733,"['P10', 'P17', 'P12']"
CC274674,"['P17', 'P8', 'P12']"
CC265236,"['P4', 'P10', 'P8']"
CC379388,"['P17', 'P12', 'P8']"
CC367359,"['P6', 'P21', 'P8']"
CC394007,"['P17', 'P8', 'P12']"
CC252473,"['P10', 'P12', 'P8']"
CC385144,"['P19', 'P8', 'P16']"
CC369614,"['P10', 'P12', 'P8']"
CC300775,"['P16', 'P8', 'P00']"
CC249748,"['P17', 'P8', 'P12']"
CC372619,"['P21', 'P8', 'P12']"
CC328689,"['P16', 'P8', 'P00']"
CC385293,"['P13', 'P8', 'P16']"
CC372015,"['P6', 'P12', 'P8']"
CC307754,"['P17', 'P12', 'P8']"
CC377714,"['P11', 'P8', 'P16']"
CC217827,"['P17', 'P12', 'P8']"
CC300843,"['P17', 'P12', 'P8']"
CC361670,"['P10', 'P8', 'P12']"
CC238223,"['P8', 'P12', 'P16']"
CC397397,"['P12', 'P8', 'P00']"
CC361066,"['P8', 'P13', 'P12']"
CC200792,"['P6', 'P21', 'P8']"
CC269876,"['P17', 'P12', 'P8']"
CC394286,"['P12', 'P8', 'P00']"
CC227613,"['P17', 'P12', 'P8']"
CC222617,"['P10', 'P8', 'P21']"
CC206613,"['P3', 'P6', 'P21']"
CC369973,"['P10', 'P8', 'P12']"
CC243944,"['P17', 'P21', 'P8']"
CC382815,"['P13', 'P16', 'P11']"
CC392871,"['P17', 'P12', 'P8']"
CC322598,"['P13', 'P8', 'P16']"
CC349693,"['P8', 'P11', 'P16']"
CC270464,"['P10', 'P12', 'P6']"
CC370261,"['P4', 'P8', 'P10']"
CC394035,"['P17', 'P12', 'P8']"
CC373660,"['P12', 'P8', 'P00']"
CC298842,"['P10', 'P12', 'P8']"
CC369585,"['P17', 'P12', 'P8']"
CC340862,"['P19', 'P16', 'P13']"
CC305501,"['P6', 'P12', 'P8']"
CC392146,"['P17', 'P12', 'P8']"
CC387850,"['P19', 'P8', 'P16']"
CC375629,"['P17', 'P8', 'P12']"
CC353116,"['P19', 'P16', 'P13']"
CC240339,"['P17', 'P8', 'P12']"
CC387671,"['P19', 'P8', 'P16']"
CC391800,"['P12', 'P8', 'P00']"
CC237196,"['P6', 'P4', 'P8']"
CC267801,"['P6', 'P12', 'P10']"
CC276803,"['P10', 'P8', 'P21']"
CC300213,"['P17', 'P8', 'P00']"
CC384362,"['P19', 'P8', 'P16']"
CC230411,"['P4', 'P10', 'P8']"
CC359068,"['P17', 'P12', 'P8']"
CC392982,"['P6', 'P12', 'P8']"
CC369300,"['P6', 'P12', 'P8']"
CC283325,"['P6', 'P17', 'P12']"
CC373596,"['P17', 'P12', 'P8']"
CC227780,"['P20', 'P4', 'P8']"
CC372659,"['P17', 'P8', 'P12']"
CC377062,"['P20', 'P8', 'P12']"
CC385850,"['P19', 'P8', 'P16']"
CC385034,"['P19', 'P8', 'P16']"
CC235385,"['P17', 'P21', 'P8']"
CC247869,"['P16', 'P8', 'P12']"
CC394187,"['P17', 'P12', 'P8']"
CC291785,"['P20', 'P17', 'P12']"
CC377341,"['P10', 'P8', 'P12']"
CC298284,"['P12', 'P8', 'P00']"
CC247097,"['P17', 'P10', 'P12']"
CC201778,"['P6', 'P21', 'P8']"
CC370621,"['P6', 'P12', 'P8']"
CC229362,"['P10', 'P8', 'P12']"
CC359794,"['P16', 'P1', 'P8']"
CC369954,"['P10', 'P8', 'P12']"
CC211778,"['P10', 'P8', 'P12']"
CC244242,"['P10', 'P8', 'P21']"
CC250553,"['P6', 'P17', 'P12']"
CC370427,"['P10', 'P8', 'P12']"
CC276432,"['P10', 'P17', 'P12']"
CC396455,"['P12', 'P8', 'P00']"
CC262398,"['P10', 'P8', 'P12']"
CC254253,"['P17', 'P12', 'P8']"
CC391248,"['P8', 'P16', 'P12']"
CC315179,"['P13', 'P12', 'P8']"
CC396439,"['P12', 'P8', 'P00']"
CC198872,"['P6', 'P12', 'P8']"
CC387526,"['P20', 'P8', 'P12']"
CC344688,"['P19', 'P16', 'P13']"
CC384596,"['P19', 'P8', 'P16']"
CC255586,"['P16', 'P13', 'P8']"
CC200537,"['P10', 'P8', 'P21']"
CC391332,"['P8', 'P12', 'P16']"
CC199920,"['P13', 'P8', 'P21']"
CC244624,"['P4', 'P8', 'P10']"
CC254005,"['P4', 'P8', 'P10']"
CC370414,"['P10', 'P12', 'P8']"
CC386084,"['P19', 'P8', 'P16']"
CC302054,"['P12', 'P8', 'P00']"
CC385264,"['P19', 'P8', 'P16']"
CC269142,"['P20', 'P21', 'P8']"
CC205637,"['P6', 'P21', 'P8']"
CC306377,"['P21', 'P12', 'P17']"
CC258691,"['P17', 'P12', 'P8']"
CC394311,"['P12', 'P8', 'P00']"
CC370617,"['P10', 'P12', 'P8']"
CC306915,"['P20', 'P13', 'P16']"
CC355919,"['P13', 'P12', 'P8']"
CC382268,"['P8', 'P16', 'P12']"
CC388078,"['P16', 'P1', 'P8']"
CC370995,"['P8', 'P12', 'P16']"
CC277395,"['P17', 'P12', 'P8']"
CC369215,"['P13', 'P16', 'P11']"
CC237587,"['P17', 'P12', 'P8']"
CC392289,"['P00', 'P8', 'P12']"
CC369902,"['P17', 'P21', 'P8']"
CC384835,"['P19', 'P8', 'P16']"
CC385075,"['P17', 'P12', 'P8']"
CC383262,"['P19', 'P8', 'P16']"
CC366531,"['P17', 'P12', 'P8']"
CC221719,"['P17', 'P21', 'P8']"
CC202865,"['P17', 'P8', 'P12']"
CC380294,"['P13', 'P12', 'P8']"
CC220722,"['P17', 'P12', 'P8']"
CC215760,"['P17', 'P8', 'P12']"
CC296608,"['P17', 'P12', 'P8']"
CC252780,"['P17', 'P12', 'P8']"
CC392313,"['P17', 'P12', 'P8']"
CC242066,"['P4', 'P10', 'P8']"
CC269502,"['P17', 'P12', 'P8']"
CC200378,"['P17', 'P12', 'P8']"
CC239296,"['P17', 'P21', 'P8']"
CC377375,"['P17', 'P12', 'P8']"
CC396763,"['P17', 'P8', 'P12']"
CC313892,"['P17', 'P12', 'P8']"
CC204660,"['P21', 'P12', 'P8']"
CC317798,"['P17', 'P8', 'P12']"
CC279824,"['P21', 'P12', 'P8']"
CC289777,"['P17', 'P12', 'P8']"
CC377217,"['P10', 'P8', 'P21']"
CC385623,"['P19', 'P8', 'P16']"
CC381138,"['P17', 'P8', 'P12']"
CC394897,"['P17', 'P8', 'P12']"
CC212707,"['P17', 'P10', 'P12']"
CC231650,"['P10', 'P12', 'P8']"
CC210880,"['P7', 'P6', 'P4']"
CC392679,"['P12', 'P8', 'P00']"
CC395910,"['P6', 'P8', 'P00']"
CC380648,"['P13', 'P8', 'P16']"
CC389261,"['P16', 'P1', 'P8']"
CC396124,"['P6', 'P8', 'P00']"
CC375397,"['P13', 'P8', 'P16']"
CC286533,"['P17', 'P21', 'P8']"
CC371185,"['P17', 'P12', 'P8']"
CC208811,"['P12', 'P8', 'P00']"
CC231140,"['P13', 'P8', 'P12']"
CC306640,"['P10', 'P12', 'P8']"
CC237552,"['P17', 'P8', 'P12']"
CC314647,"['P17', 'P8', 'P12']"
CC270978,"['P21', 'P8', 'P10']"
CC271226,"['P4', 'P8', 'P10']"
CC372749,"['P21', 'P8', 'P10']"
CC381158,"['P12', 'P8', 'P13']"
CC386683,"['P19', 'P8', 'P16']"
CC199721,"['P20', 'P10', 'P8']"
CC220442,"['P17', 'P8', 'P12']"
CC385162,"['P19', 'P8', 'P16']"
CC370122,"['P17', 'P12', 'P8']"
CC385249,"['P19', 'P8', 'P16']"
CC290032,"['P17', 'P12', 'P8']"
CC229194,"['P17', 'P8', 'P12']"
CC394442,"['P17', 'P12', 'P8']"
CC323164,"['P16', 'P8', 'P00']"
CC273179,"['P10', 'P17', 'P12']"
CC391881,"['P12', 'P8', 'P00']"
CC210765,"['P17', 'P8', 'P12']"
CC230656,"['P10', 'P8', 'P12']"
CC378722,"['P17', 'P8', 'P12']"
CC240284,"['P6', 'P12', 'P8']"
CC289440,"['P17', 'P12', 'P8']"
CC386033,"['P19', 'P8', 'P16']"
CC267599,"['P20', 'P12', 'P8']"
CC272790,"['P17', 'P12', 'P8']"
CC365003,"['P12', 'P8', 'P00']"
CC361446,"['P8', 'P12', 'P16']"
CC299969,"['P10', 'P8', 'P12']"
CC393671,"['P17', 'P8', 'P12']"
CC231758,"['P17', 'P12', 'P8']"
CC379645,"['P00', 'P8', 'P17']"
CC385183,"['P19', 'P8', 'P16']"
CC218334,"['P12', 'P8', 'P00']"
CC275076,"['P17', 'P12', 'P8']"
CC373537,"['P10', 'P8', 'P21']"
CC372095,"['P17', 'P12', 'P8']"
CC395770,"['P17', 'P8', 'P12']"
CC266743,"['P6', 'P8', 'P21']"
CC250003,"['P17', 'P12', 'P8']"
CC315471,"['P17', 'P8', 'P12']"
CC206520,"['P10', 'P8', 'P21']"
CC235734,"['P21', 'P8', 'P13']"
CC359150,"['P4', 'P8', 'P10']"
CC212434,"['P6', 'P8', 'P21']"
CC287446,"['P12', 'P8', 'P00']"
CC311442,"['P17', 'P8', 'P12']"
CC356123,"['P17', 'P12', 'P8']"
CC388236,"['P19', 'P8', 'P16']"
CC396504,"['P12', 'P8', 'P00']"
CC290838,"['P21', 'P8', 'P12']"
CC397369,"['P12', 'P8', 'P00']"
CC393427,"['P12', 'P8', 'P00']"
CC253389,"['P6', 'P12', 'P8']"
CC348239,"['P19', 'P16', 'P13']"
CC207951,"['P17', 'P8', 'P12']"
CC312608,"['P10', 'P8', 'P21']"
CC221902,"['P8', 'P12', 'P13']"
CC201446,"['P6', 'P17', 'P12']"
CC385646,"['P19', 'P8', 'P16']"
CC270253,"['P12', 'P8', 'P13']"
CC285486,"['P20', 'P13', 'P16']"
CC227859,"['P6', 'P21', 'P8']"
CC357781,"['P17', 'P12', 'P8']"
CC368745,"['P6', 'P12', 'P8']"
CC383372,"['P16', 'P1', 'P8']"
CC303768,"['P10', 'P6', 'P12']"
CC204384,"['P17', 'P12', 'P8']"
CC386751,"['P19', 'P8', 'P16']"
CC258799,"['P17', 'P21', 'P8']"
CC357199,"['P13', 'P16', 'P11']"
CC294858,"['P17', 'P12', 'P8']"
CC334176,"['P13', 'P16', 'P11']"
CC264356,"['P17', 'P12', 'P8']"
CC373678,"['P17', 'P12', 'P8']"
CC393685,"['P6', 'P12', 'P8']"
CC379933,"['P10', 'P12', 'P8']"
CC236056,"['P17', 'P12', 'P8']"
CC213676,"['P17', 'P21', 'P8']"
CC248639,"['P6', 'P17', 'P12']"
CC379664,"['P10', 'P12', 'P8']"
CC391780,"['P00', 'P8', 'P12']"
CC286588,"['P17', 'P8', 'P12']"
CC375714,"['P21', 'P8', 'P10']"
CC372541,"['P17', 'P12', 'P8']"
CC260868,"['P6', 'P8', 'P21']"
CC377633,"['P10', 'P12', 'P8']"
CC223311,"['P20', 'P10', 'P8']"
CC251023,"['P17', 'P12', 'P8']"
CC241504,"['P17', 'P12', 'P8']"
CC277006,"['P12', 'P8', 'P00']"
CC366487,"['P13', 'P8', 'P16']"
CC232709,"['P4', 'P8', 'P10']"
CC266676,"['P12', 'P8', 'P00']"
CC395885,"['P17', 'P12', 'P8']"
CC375286,"['P6', 'P12', 'P8']"
CC380397,"['P16', 'P13', 'P8']"
CC385184,"['P19', 'P8', 'P16']"
CC244681,"['P13', 'P8', 'P12']"
CC231438,"['P17', 'P12', 'P8']"
CC353920,"['P8', 'P13', 'P16']"
CC384214,"['P19', 'P8', 'P16']"
CC392033,"['P12', 'P8', 'P00']"
CC276031,"['P20', 'P8', 'P12']"
CC388122,"['P19', 'P13', 'P8']"
CC302177,"['P17', 'P12', 'P8']"
CC227564,"['P12', 'P8', 'P00']"
CC255743,"['P13', 'P8', 'P21']"
CC283356,"['P10', 'P8', 'P12']"
CC372134,"['P17', 'P12', 'P8']"
CC218894,"['P4', 'P8', 'P10']"
CC313923,"['P17', 'P12', 'P8']"
CC241076,"['P17', 'P21', 'P8']"
CC374009,"['P10', 'P8', 'P21']"
CC263499,"['P6', 'P12', 'P8']"
CC200786,"['P6', 'P12', 'P8']"
CC325179,"['P16', 'P8', 'P00']"
CC268810,"['P17', 'P21', 'P8']"
CC389403,"['P17', 'P12', 'P8']"
CC253913,"['P17', 'P21', 'P8']"
CC268764,"['P17', 'P12', 'P8']"
CC318171,"['P10', 'P12', 'P8']"
CC278613,"['P17', 'P12', 'P8']"
CC268219,"['P17', 'P8', 'P12']"
CC289069,"['P17', 'P21', 'P12']"
CC254568,"['P17', 'P12', 'P8']"
CC344689,"['P16', 'P1', 'P8']"
CC226140,"['P00', 'P8', 'P12']"
CC392597,"['P12', 'P8', 'P00']"
CC372695,"['P6', 'P12', 'P8']"
CC379671,"['P21', 'P17', 'P8']"
CC387992,"['P8', 'P12', 'P16']"
CC331371,"['P19', 'P16', 'P13']"
CC272115,"['P20', 'P21', 'P8']"
CC367925,"['P10', 'P12', 'P8']"
CC281094,"['P17', 'P12', 'P8']"
CC369519,"['P17', 'P8', 'P12']"
CC244566,"['P10', 'P12', 'P8']"
CC320876,"['P16', 'P1', 'P8']"
CC360505,"['P00', 'P8', 'P12']"
CC227462,"['P17', 'P8', 'P10']"
CC218949,"['P21', 'P8', 'P12']"
CC378819,"['P17', 'P8', 'P12']"
CC294290,"['P17', 'P12', 'P8']"
CC297037,"['P10', 'P12', 'P6']"
CC310664,"['P17', 'P8', 'P12']"
CC272724,"['P10', 'P8', 'P12']"
CC202998,"['P17', 'P8', 'P12']"
CC244753,"['P10', 'P8', 'P21']"
CC244872,"['P6', 'P8', 'P21']"
CC319128,"['P16', 'P8', 'P00']"
CC394813,"['P12', 'P8', 'P00']"
CC374887,"['P17', 'P12', 'P8']"
CC373824,"['P10', 'P8', 'P12']"
CC209217,"['P10', 'P8', 'P21']"
CC238796,"['P17', 'P6', 'P21']"
CC381686,"['P13', 'P16', 'P11']"
CC387985,"['P12', 'P8', 'P13']"
CC321494,"['P8', 'P16', 'P13']"
CC262124,"['P17', 'P12', 'P8']"
CC391901,"['P17', 'P12', 'P8']"
CC250657,"['P10', 'P8', 'P12']"
CC397063,"['P12', 'P8', 'P00']"
CC300292,"['P17', 'P12', 'P8']"
CC231481,"['P6', 'P21', 'P8']"
CC225490,"['P6', 'P17', 'P12']"
CC390719,"['P12', 'P8', 'P13']"
CC264759,"['P8', 'P16', 'P12']"
CC263992,"['P12', 'P8', 'P00']"
CC288627,"['P21', 'P8', 'P12']"
CC368091,"['P6', 'P12', 'P8']"
CC227051,"['P19', 'P16', 'P13']"
CC343765,"['P19', 'P16', 'P13']"
CC220419,"['P21', 'P8', 'P12']"
CC376904,"['P10', 'P8', 'P21']"
CC373039,"['P8', 'P16', 'P12']"
CC375984,"['P17', 'P8', 'P21']"
CC231299,"['P17', 'P12', 'P8']"
CC385916,"['P13', 'P16', 'P8']"
CC279281,"['P10', 'P8', 'P21']"
CC362333,"['P16', 'P1', 'P8']"
CC359032,"['P13', 'P8', 'P16']"
CC394866,"['P17', 'P12', 'P8']"
CC393056,"['P12', 'P8', 'P00']"
CC208947,"['P17', 'P8', 'P21']"
CC258700,"['P4', 'P8', 'P10']"
CC262873,"['P6', 'P12', 'P8']"
CC386580,"['P19', 'P8', 'P16']"
CC288878,"['P20', 'P13', 'P16']"
CC396575,"['P17', 'P8', 'P12']"
CC379018,"['P17', 'P12', 'P8']"
CC369473,"['P10', 'P8', 'P12']"
CC260529,"['P10', 'P12', 'P8']"
CC311310,"['P17', 'P8', 'P12']"
CC377539,"['P10', 'P8', 'P12']"
CC200228,"['P6', 'P20', 'P4']"
CC229774,"['P17', 'P12', 'P8']"
CC224372,"['P17', 'P12', 'P8']"
CC237368,"['P17', 'P21', 'P8']"
CC204751,"['P6', 'P21', 'P8']"
CC224208,"['P17', 'P21', 'P8']"
CC378091,"['P12', 'P8', 'P17']"
CC329417,"['P19', 'P16', 'P8']"
CC276979,"['P12', 'P8', 'P00']"
CC387979,"['P13', 'P16', 'P11']"
CC241257,"['P12', 'P8', 'P00']"
CC279330,"['P17', 'P8', 'P00']"
CC386604,"['P19', 'P8', 'P16']"
CC387817,"['P10', 'P8', 'P12']"
CC397037,"['P17', 'P12', 'P8']"
CC394973,"['P6', 'P8', 'P00']"
CC387575,"['P8', 'P11', 'P16']"
CC355865,"['P8', 'P12', 'P16']"
CC223017,"['P17', 'P8', 'P12']"
CC276417,"['P21', 'P8', 'P10']"
CC363137,"['P17', 'P12', 'P8']"
CC282978,"['P17', 'P8', 'P12']"
CC310867,"['P17', 'P8', 'P12']"
CC311439,"['P16', 'P13', 'P8']"
CC210206,"['P17', 'P12', 'P13']"
CC294057,"['P17', 'P12', 'P8']"
CC395226,"['P12', 'P8', 'P00']"
CC381204,"['P8', 'P12', 'P16']"
CC266492,"['P17', 'P12', 'P8']"
CC353555,"['P19', 'P16', 'P13']"
CC382696,"['P13', 'P16', 'P11']"
CC241526,"['P17', 'P12', 'P8']"
CC344878,"['P19', 'P16', 'P13']"
CC374707,"['P6', 'P12', 'P8']"
CC267524,"['P10', 'P6', 'P12']"
CC285834,"['P17', 'P12', 'P8']"
CC380536,"['P6', 'P8', 'P00']"
CC200448,"['P6', 'P21', 'P8']"
CC380705,"['P17', 'P12', 'P8']"
CC364979,"['P17', 'P8', 'P21']"
CC236757,"['P21', 'P8', 'P16']"
CC281462,"['P17', 'P8', 'P12']"
CC378709,"['P8', 'P16', 'P12']"
CC388251,"['P19', 'P8', 'P16']"
CC371762,"['P10', 'P8', 'P12']"
CC219305,"['P6', 'P17', 'P12']"
CC295397,"['P6', 'P17', 'P12']"
CC370759,"['P10', 'P12', 'P8']"
CC387616,"['P8', 'P16', 'P12']"
CC263520,"['P12', 'P8', 'P00']"
CC379968,"['P10', 'P8', 'P12']"
CC393204,"['P12', 'P8', 'P00']"
CC264150,"['P6', 'P17', 'P12']"
CC393095,"['P16', 'P1', 'P8']"
CC261133,"['P10', 'P8', 'P21']"
CC316474,"['P6', 'P8', 'P12']"
CC376403,"['P10', 'P8', 'P21']"
CC272612,"['P17', 'P21', 'P8']"
CC240771,"['P10', 'P17', 'P12']"
CC306051,"['P21', 'P13', 'P8']"
CC393376,"['P17', 'P12', 'P8']"
CC280475,"['P17', 'P12', 'P8']"
CC355881,"['P8', 'P12', 'P16']"
CC392533,"['P12', 'P8', 'P00']"
CC389233,"['P17', 'P12', 'P8']"
CC282678,"['P17', 'P12', 'P8']"
CC280903,"['P17', 'P12', 'P8']"
CC384978,"['P19', 'P8', 'P16']"
CC384651,"['P19', 'P8', 'P16']"
CC205856,"['P6', 'P21', 'P8']"
CC199559,"['P10', 'P8', 'P12']"
CC260217,"['P4', 'P20', 'P8']"
CC209980,"['P17', 'P8', 'P12']"
CC343400,"['P8', 'P13', 'P16']"
CC335257,"['P19', 'P16', 'P13']"
CC253501,"['P17', 'P12', 'P8']"
CC222707,"['P20', 'P4', 'P8']"
CC220593,"['P12', 'P8', 'P00']"
CC235776,"['P6', 'P12', 'P8']"
CC366632,"['P8', 'P12', 'P16']"
CC256631,"['P6', 'P21', 'P8']"
CC205652,"['P4', 'P20', 'P8']"
CC310002,"['P17', 'P12', 'P8']"
CC226667,"['P16', 'P1', 'P8']"
CC396436,"['P12', 'P8', 'P00']"
CC373405,"['P17', 'P8', 'P12']"
CC265715,"['P17', 'P8', 'P12']"
CC385099,"['P19', 'P8', 'P16']"
CC396754,"['P17', 'P12', 'P8']"
CC327049,"['P19', 'P16', 'P13']"
CC262546,"['P17', 'P8', 'P10']"
CC389257,"['P00', 'P8', 'P12']"
CC222545,"['P6', 'P12', 'P8']"
CC278215,"['P6', 'P12', 'P8']"
CC331666,"['P19', 'P13', 'P16']"
CC262303,"['P4', 'P8', 'P10']"
CC305368,"['P6', 'P12', 'P8']"
CC219667,"['P00', 'P8', 'P12']"
CC373588,"['P4', 'P8', 'P10']"
CC360367,"['P8', 'P12', 'P16']"
CC235883,"['P6', 'P12', 'P8']"
CC377928,"['P21', 'P8', 'P10']"
CC209210,"['P17', 'P8', 'P12']"
CC326808,"['P19', 'P8', 'P16']"
CC208627,"['P12', 'P8', 'P00']"
CC254327,"['P17', 'P12', 'P8']"
CC253799,"['P17', 'P12', 'P8']"
CC292878,"['P17', 'P12', 'P8']"
CC371036,"['P10', 'P12', 'P8']"
CC393718,"['P17', 'P8', 'P12']"
CC270076,"['P17', 'P8', 'P21']"
CC371561,"['P17', 'P8', 'P12']"
CC384168,"['P19', 'P8', 'P16']"
CC296792,"['P17', 'P12', 'P8']"
CC261243,"['P17', 'P12', 'P8']"
CC225688,"['P17', 'P8', 'P12']"
CC396080,"['P17', 'P12', 'P8']"
CC396329,"['P17', 'P8', 'P12']"
CC295557,"['P20', 'P8', 'P12']"
CC281033,"['P6', 'P21', 'P8']"
CC304564,"['P6', 'P12', 'P8']"
CC205472,"['P10', 'P8', 'P21']"
CC367016,"['P17', 'P12', 'P8']"
CC246632,"['P17', 'P12', 'P8']"
CC201031,"['P6', 'P12', 'P8']"
CC213282,"['P8', 'P13', 'P12']"
CC386186,"['P19', 'P8', 'P16']"
CC395595,"['P12', 'P8', 'P00']"
CC384245,"['P19', 'P8', 'P16']"
CC201657,"['P4', 'P10', 'P8']"
CC382641,"['P13', 'P16', 'P11']"
CC234031,"['P17', 'P10', 'P12']"
CC397122,"['P6', 'P8', 'P00']"
CC300831,"['P6', 'P17', 'P12']"
CC380269,"['P17', 'P8', 'P12']"
CC361775,"['P8', 'P12', 'P13']"
CC259459,"['P17', 'P12', 'P8']"
CC308952,"['P12', 'P8', 'P00']"
CC375568,"['P21', 'P8', 'P10']"
CC237636,"['P10', 'P8', 'P21']"
CC374001,"['P17', 'P12', 'P8']"
CC199942,"['P21', 'P16', 'P8']"
CC233442,"['P4', 'P8', 'P10']"
CC256124,"['P17', 'P8', 'P12']"
CC375391,"['P10', 'P8', 'P12']"
CC386854,"['P19', 'P8', 'P16']"
CC383363,"['P19', 'P8', 'P16']"
CC281713,"['P17', 'P8', 'P12']"
CC382637,"['P13', 'P16', 'P11']"
CC323520,"['P19', 'P16', 'P13']"
CC236613,"['P12', 'P8', 'P00']"
CC391995,"['P12', 'P8', 'P00']"
CC387201,"['P19', 'P8', 'P16']"
CC367554,"['P6', 'P12', 'P8']"
CC243239,"['P6', 'P10', 'P21']"
CC227325,"['P21', 'P17', 'P12']"
CC228640,"['P6', 'P10', 'P21']"
CC383846,"['P12', 'P8', 'P16']"
CC255685,"['P17', 'P12', 'P8']"
CC368218,"['P10', 'P8', 'P21']"
CC381464,"['P17', 'P8', 'P12']"
CC336248,"['P16', 'P8', 'P00']"
CC349388,"['P16', 'P8', 'P00']"
CC254455,"['P17', 'P12', 'P8']"
CC265931,"['P17', 'P12', 'P8']"
CC234484,"['P6', 'P21', 'P8']"
CC367398,"['P12', 'P8', 'P00']"
CC297888,"['P17', 'P8', 'P12']"
CC385299,"['P19', 'P8', 'P16']"
CC228620,"['P17', 'P12', 'P8']"
CC300838,"['P17', 'P12', 'P8']"
CC210935,"['P8', 'P16', 'P12']"
CC358692,"['P17', 'P8', 'P12']"
CC385323,"['P19', 'P8', 'P16']"
CC278774,"['P10', 'P8', 'P21']"
CC359755,"['P16', 'P1', 'P8']"
CC332044,"['P19', 'P16', 'P13']"
CC242820,"['P21', 'P12', 'P8']"
CC340418,"['P19', 'P16', 'P13']"
CC358623,"['P11', 'P8', 'P13']"
CC250304,"['P6', 'P21', 'P8']"
CC250017,"['P17', 'P8', 'P12']"
